Alabama                           1    5          11              157.2407615           1   208     8     0     3     4     1     2     103062 157.2407615          1101   2   3  28   2   2   1   2   2   2   2   1   2   2   2   1   1   1   1   1   1   2   1   2   1   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   2   2   1   2   1   1   1   2   2   2   1   2   2   1   1   2   2   2   2   2   1   2   1   2   5   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   1   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   2   2   1   2   2   2   2   1   A   2   2   2   1   1   2   2   1   2   2   3   1   2   2   1   1   2   2   1   1   2   2   2   2   1   1   2   2   2   2   2   1   1   3   4   4   3   4   1   1   3   4   1   3   3   1   A   A   A   A   A   A   A   A   A   2   3   2   2   2   2   2   2   2   2   2   2   2   1   2   2   1   2   2   1   1   1   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   6   2   2   1   2   2   1   2   2   2                                                                1   2   2   2   2   1   1SCIENCE/ENGLISH                                                 2   A   A   A   A   A   A                                                                2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   1   1   1   2   2   2   2   2   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   2   1   2 2
Alabama                           1    6          12              180.2566763           1   604     8    -1     3     1     2     2     102370 180.2566763          1201   2   3  28   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   2   2   2   2   2   2   1   1   1   1   1   1   1   1   3   1   1   1   1   2   2   2   2   0   1   1   1   1   1   2   2   1   0   1   1   1   2   1   1   0   2   2   1   2   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   A   A   A   1   1   1   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   4   4   3   2   2   1   1   4   1   4   3   1   A   A   A   A   A   A   A   A   A   1   3   2   1   1   2   2   2   2   1   1   2   2   2   2   1   1   2   2   1   1   1   2   A   A   A   A   A   A   A   1   2   2   2   2   2   2   1   2   1   2   2   1   2   2   2   2   2   1Exercise science                                                2   A   A   A   A   A   A                                                                1   2   2   2   2   2   1exercise science                                                2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   1   2   2   1   2   2   2   2   1   2   2   2   1   2   2   2   2   1   1   2   2   2   2   2   2   2   2 2
Arizona                           3   11          21              450.1402304           0   990     6    -1     4     2     1     1     4034001549.9934863          2103   2   A  26   1   1   1   2   2   1   2   1   2   2   1   1   2   1   2   1   1   1   1   1   2   1   1   1   1   2   2   1   1   1   1   1   1   1   2   1   2   2   1   1   1   1   1   1   2   2   1   1   1   2   2   2   1   1   1   2   1   1   1   2   1   2   2   1   1   1   1   1   1   1   1   2   2   1   1   1   1   1   1   1   1   1   2   2   A   2   2   1   1   2   A   A   2   2   2   2   2   2   2   2   2  10   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   1   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   1   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   2   2   1   A   A   A   A   A   A   A   2   1   2   2   2   1   2   2   2   2   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   1   1   1   2   2   1   A   A   A   A   A   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   A   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   0   1   2   2   2   2   2   2   2   2   1   2   1   2   2   2   2   2   2   2   2   2   2   3   3   3   1   1   3   1   1   4   1   1   1   1   A   A   A   A   A   A   A   A   A   2   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   1   2   2   1   2   1   2   2   A   A   A   A   A   A   A   A   7   2   2   1   2   2   1   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                2   2   2   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2 2
Arizona                           3   11          21              450.1402304           0   990     6    -1     4     2     1     1     4034001549.9934863          2104   2   A  25   1   1   2   2   2   1   2   1   1   1   1   2   2   2   2   1   1   1   2   1   2   1   1   1   1   2   2   1   1   1   1   2   2   1   2   2   1   2   1   2   1   1   1   2   1   3   1   1   1   2   2   2   2   2   2   2   1   1   1   2   2   1   2   1   2   1   1   1   2   2   2   1   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   2   2   1   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   A   A   A   A   A   A   A   A   A   1   2   1   1   1   2   2   2   1   A   A   A   A   A   A   A   2   1   2   2   2   1   4   2   2   1   2   1   1   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   2   1   2   1   2   2   2   1   1   2   1   1   2   2   2   1   1   1   1   2   1   2   1   1   1   2   2   1   1   A   A   A   A   A   2   1   1   1   1   1   2   2   1   2   1   2   1   1   2   1   2   4   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   1   2   2   1   2   2   2   2   2   2   2   1   2   1   4   4   4   3   3   2   1   3   4   1   3   3   1   A   A   A   A   A   A   A   A   A   1   1   2   1   1   2   2   2   2   2   2   2   1   1   2   2   1   2   2   2   1   1   1   2   2   2   1   2   1   1   1   1   1   2   1   1   1   1   1  14   2   2   1   2   2   2   2   2   1creative arts                                                   1   2   2   2   2   2   1art history                                                     2   A   A   A   A   A   A                                                                1   2   2   A   2   2   2   2   2   1   2   2   1   1   2   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   1   1   2   2   2   2   1   2   2   2   1   2   2   2   2   2   2   2   2   2   2   1   2   2   2 2
Arizona                           3   11          22              163.1853045           0   951     8     7     4     2     1     2     403400 163.1853045          2205   2   2  32   2   2   1   1   2   2   2   2   1   2   2   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   2   1   1   1   1   1   1   2   1   2   1   2   1   1   2   1   1   2   1   1   1   1   2   1   1   2   4   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   1   2   1   2   2   2   2   1   1   1   2   1   1   2   2   2   2   2   2   2   1   2   2   0   2   2   2   2   2   2   2   2   2   2   2   2   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   1   2   2   2   1   1   2   2   A   1   1   1   1   1   1   1   1   1   1   5   1   2   1   1   2   2   1   2   1   1   1   1   2   2   1   1   1   1   1   1   1   1   3   3   2   2   2   1   1   2   3   1   2   2   1   A   A   A   A   A   A   A   A   A   2   1   1   2   1   2   2   2   2   1   1   2   1   2   2   1   1   2   2   1   1   1   1   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   6   2   2   1   2   2   1   2   1   2                                                                1   2   2   2   2   2   1sociology & geography                                           1   2   2   1   2   2   2                                                                1   1   1   2   2   2   1   1   2   2   2   2   2   2   1   1   2   1   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   2   1   1   1   1   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Arizona                           3   11          22              163.1853045           0   951     8     7     4     2     1     2     403400 163.1853045          2206   2   2  32   1   1   1   1   2   2   2   2   1   1   1   1   2   2   2   1   1   1   2   2   1   1   1   1   1   2   1   1   1   1   1   1   2   1   2   1   1   1   1   2   1   2   2   2   2   2   1   1   1   2   2   2   1   1   1   2   1   1   1   2   1   1   1   1   2   1   2   2   2   1   2   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   2   2   1   1   1   1   2   2   1   2   5   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   1   1   2   2   1   2   1   2   5   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   1   1   2   1   1   1   2   1   1   1   1   1   1   2   2   1   2   1   1   2   2   1   2   2   1   1   1   1   1   1   2   1   1   2   1   1   1   1   1   2   2   A   A   A   1   1   2   1   1   1   2   2   2   2   1   2   1   1   2   2   1   1   2   1   1   1   1   1   1   2   1   1   2   2   2   2   1   1   2   A   2   2   2   2   1   1   2   1   1   2  11   2   2   1   1   1   2   1   2   2   2   2   1   2   2   1   1   1   1   1   1   1   1   3   4   3   2   1   1   3   2   3   1   3   2   1   A   A   A   A   A   A   A   A   A   2   3   2   2   2   2   2   2   2   2   2   2   1   2   1   1   1   2   1   1   1   2   1   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  13   2   2   1   2   2   2   2   1   2                                                                2   A   A   A   A   A   A                                                                1   2   2   1   2   2   2                                                                2   2   2   2   2   2   1   1   2   2   2   2   1   2   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   1   2   2   1   1   1   1   2   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Arizona                           3   11          23              127.3670221           0  2964    12     9     4     2     1     3     403400 126.9219035          2303   2   2  38   1   1   1   1   2   2   1   1   1   1   1   1   1   1   2   1   1   2   1   2   2   1   1   1   1   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2  10   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2  10   1   2   1   1   1   2   1   2   2   1   2   1   2   1   1   1   1   1   1   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   2   1   2   2   0   1   2   2   1   2   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   1   1   1   1   A   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   4   3   2   2   1   2   4   3   1   3   3   1   A   A   A   A   A   A   A   A   A   1   1   2   1   1   1   2   2   1   1   1   1   1   1   2   1   1   2   1   2   2   2   1   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  13   2   1   1   2   1   2   2   2   2                                                                1   2   2   2   2   2   1special education                                               2   A   A   A   A   A   A                                                                1   1   1   2   2   2   1   1   2   2   2   2   1   2   1   1   2   2   2   2   2   1   1   2   2   2   2   1   2   2   2   2   2   1   2   1   2   2   2   1   2   2   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2 2
Arizona                           3   11          24              163.1853045           0  1283     8     7     4     2     1     2     403400 163.1853045          2405   2   2  36   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   1   1   1   1   1   2   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   A   2   2   2   2   1   2   1   1   2   1   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   1   2   1   2   2   1   2   1   3   4   4   2   2   1   3   3   3   1   4   4   1   A   A   A   A   A   A   A   A   A   1   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   1   1   1   2   1   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  22   2   2   1   2   1   2   2   2   2                                                                1   2   2   2   2   2   1science                                                         1   2   2   1   2   2   2                                                                2   1   1   2   2   2   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   1   1   2   2   1   1   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Arizona                           3   11          24              163.1853045           0  1283     8     7     4     2     1     2     403400 163.1853045          2406   2   2  22   1   2   2   1   2   2   2   1   2   1   1   1   2   2   2   1   1   1   1   1   1   1   2   2   2   2   2   1   2   1   1   2   2   1   2   2   1   1   1   1   1   2   1   1   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   2   2   1   1   2   1   1   8   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   2   2   2   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   2   1   1   1   1   1   1   1   2   1   1   A   A   A   1   1   1   1   1   2   2   2   2   2   1   2   2   1   2   2   2   1   1   2   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   A   2   2   2   2   2   2   2   2   2   2   1   1   2   2   1   2   2   1   2   1   1   1   1   2   2   1   2   2   2   1   1   1   1   4   4   4   1   2   1   2   2   4   1   1   1   1   A   A   A   A   A   A   A   A   A   2   1   2   2   1   2   2   2   2   2   2   2   2   2   1   1   2   2   1   1   1   1   2   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1  15   2   2   1   2   2   1   2   2   2                                                                1   2   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   1   1   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   1   1   1   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   1   2   2   2   1   2   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Arizona                           3   11          26              127.3670221           0  2491    12     9     4     2     1     3     403400 126.9219035          2601   2   2  34   1   1   1   1   2   2   2   2   2   2   2   2   2   1   2   1   1   2   2   2   2   1   2   1   2   2   1   1   1   2   2   1   1   1   2   2   2   2   2   2   2   2   2   2   2   1   2   1   1   2   1   2   2   2   2   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   2   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   2   2   2   2   1   2   1   1   1   1   2   1   1   1   2   2   2   2   2   2   1   3   1   1   1   1   1   1   3   1   1   1   1   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   3   2   1   1   2   2   2   2   2   1criminal justice                                                1   2   2   2   2   2   1recreation                                                      1   2   2   1   2   2   2                                                                2   1   1   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   1   2   2   2   2   2   1   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   2   1   2 2
Arizona                           3   16          34              251.0620417           0   100     5     0     4     1     4     1     403450 790.2918454          3405   2   A  19   2   2   1   1   2   2   2   2   1   2   1   1   1   1   1   1   1   2   2   2   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   2   1   1   1   1   1   2   A   1   1   1   1   1   A   A   1   2   1   1   2   1   1   2   1  11   2   2   2   2   1   1   1   1   2   2   1   A   A   A   A   2   1   2   1   1   2   1   1  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   2   1   1   2   2   2   1   1   1   1   1   1   2   2   1   2   1   2   1   2   1  11   2   2   2   2   2   2   2   2   2   2   2   2   2   C   1   1   1   1   1   1   1   1   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1  11   1   1   1   1   1   A   1   2   2   2   1   1   1   1   2   1   2   1   1   2   1   7   1   1   2   2   1   2   1   1   1   1   1   1   1   2   1   2   2   1   2   1   2   1   2   4   3   4   4   3   1   3   4   1   1   4   1   A   A   A   A   A   A   A   A   A   2   2   1   1   1   2   2   2   2   2   1   2   1   1   2   2   1   1   2   1   1   1   2   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   A  10   2   2   1   2   2   2   2   2   1Business Administration                                         2   A   A   A   A   A   A                                                                1   2   2   1   2   2   2                                                                3   3   3   A   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   1   2   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   1   2   2   1   1   2   2   2   2   2   1   2 2
